"OCCI","Docker","http://occi.provider.com/container/","GET","","Retrieves all container instances."
"OCCI","Docker","http://occi.provider.com/container/","POST","","Creates a new container instance."
"OCCI","Docker","http://occi.provider.com/container/","DELETE","","Removes all container instances."
"OCCI","Docker","http://occi.provider.com/container/?action=create","POST","","Performs the create action on all instances of this container collection."
"OCCI","Docker","http://occi.provider.com/container/?action=stop","POST","","Performs the stop action on all instances of this container collection."
"OCCI","Docker","http://occi.provider.com/container/?action=run","POST","","Performs the run action on all instances of this container collection."
"OCCI","Docker","http://occi.provider.com/container/?action=pause","POST","","Performs the pause action on all instances of this container collection."
"OCCI","Docker","http://occi.provider.com/container/?action=unpause","POST","","Performs the unpause action on all instances of this container collection."
"OCCI","Docker","http://occi.provider.com/container/?action=kill","POST","","Performs the kill action on all instances of this container collection."
"OCCI","Docker","http://occi.provider.com/container/{container_id}","GET","","Retrieves this container instance."
"OCCI","Docker","http://occi.provider.com/container/{container_id}","POST","","Updates partially this container instance."
"OCCI","Docker","http://occi.provider.com/container/{container_id}","PUT","","Creates/Updates a container instance."
"OCCI","Docker","http://occi.provider.com/container/{container_id}","DELETE","","Deletes this container instance."
"OCCI","Docker","http://occi.provider.com/container/{container_id}?action=create","POST","",""
"OCCI","Docker","http://occi.provider.com/container/{container_id}?action=stop","POST","",""
"OCCI","Docker","http://occi.provider.com/container/{container_id}?action=run","POST","",""
"OCCI","Docker","http://occi.provider.com/container/{container_id}?action=pause","POST","",""
"OCCI","Docker","http://occi.provider.com/container/{container_id}?action=unpause","POST","",""
"OCCI","Docker","http://occi.provider.com/container/{container_id}?action=kill","POST","",""
"OCCI","Docker","http://occi.provider.com/link/","GET","","Retrieves all link instances."
"OCCI","Docker","http://occi.provider.com/link/","POST","","Creates a new link instance."
"OCCI","Docker","http://occi.provider.com/link/","DELETE","","Removes all link instances."
"OCCI","Docker","http://occi.provider.com/link/{link_id}","GET","","Retrieves this link instance."
"OCCI","Docker","http://occi.provider.com/link/{link_id}","POST","","Updates partially this link instance."
"OCCI","Docker","http://occi.provider.com/link/{link_id}","PUT","","Creates/Updates a link instance."
"OCCI","Docker","http://occi.provider.com/link/{link_id}","DELETE","","Deletes this link instance."
"OCCI","Docker","http://occi.provider.com/networklink/","GET","","Retrieves all networklink instances."
"OCCI","Docker","http://occi.provider.com/networklink/","POST","","Creates a new networklink instance."
"OCCI","Docker","http://occi.provider.com/networklink/","DELETE","","Removes all networklink instances."
"OCCI","Docker","http://occi.provider.com/networklink/{networklink_id}","GET","","Retrieves this networklink instance."
"OCCI","Docker","http://occi.provider.com/networklink/{networklink_id}","POST","","Updates partially this networklink instance."
"OCCI","Docker","http://occi.provider.com/networklink/{networklink_id}","PUT","","Creates/Updates a networklink instance."
"OCCI","Docker","http://occi.provider.com/networklink/{networklink_id}","DELETE","","Deletes this networklink instance."
"OCCI","Docker","http://occi.provider.com/volumesfrom/","GET","","Retrieves all volumesfrom instances."
"OCCI","Docker","http://occi.provider.com/volumesfrom/","POST","","Creates a new volumesfrom instance."
"OCCI","Docker","http://occi.provider.com/volumesfrom/","DELETE","","Removes all volumesfrom instances."
"OCCI","Docker","http://occi.provider.com/volumesfrom/{volumesfrom_id}","GET","","Retrieves this volumesfrom instance."
"OCCI","Docker","http://occi.provider.com/volumesfrom/{volumesfrom_id}","POST","","Updates partially this volumesfrom instance."
"OCCI","Docker","http://occi.provider.com/volumesfrom/{volumesfrom_id}","PUT","","Creates/Updates a volumesfrom instance."
"OCCI","Docker","http://occi.provider.com/volumesfrom/{volumesfrom_id}","DELETE","","Deletes this volumesfrom instance."
"OCCI","Docker","http://occi.provider.com/contains/","GET","","Retrieves all contains instances."
"OCCI","Docker","http://occi.provider.com/contains/","POST","","Creates a new contains instance."
"OCCI","Docker","http://occi.provider.com/contains/","DELETE","","Removes all contains instances."
"OCCI","Docker","http://occi.provider.com/contains/{contains_id}","GET","","Retrieves this contains instance."
"OCCI","Docker","http://occi.provider.com/contains/{contains_id}","POST","","Updates partially this contains instance."
"OCCI","Docker","http://occi.provider.com/contains/{contains_id}","PUT","","Creates/Updates a contains instance."
"OCCI","Docker","http://occi.provider.com/contains/{contains_id}","DELETE","","Deletes this contains instance."
"OCCI","Docker","http://occi.provider.com/machine/","GET","","Retrieves all machine instances."
"OCCI","Docker","http://occi.provider.com/machine/","POST","","Creates a new machine instance."
"OCCI","Docker","http://occi.provider.com/machine/","DELETE","","Removes all machine instances."
"OCCI","Docker","http://occi.provider.com/machine/{machine_id}","GET","","Retrieves this machine instance."
"OCCI","Docker","http://occi.provider.com/machine/{machine_id}","POST","","Updates partially this machine instance."
"OCCI","Docker","http://occi.provider.com/machine/{machine_id}","PUT","","Creates/Updates a machine instance."
"OCCI","Docker","http://occi.provider.com/machine/{machine_id}","DELETE","","Deletes this machine instance."
"OCCI","Docker","http://occi.provider.com/volume/","GET","","Retrieves all volume instances."
"OCCI","Docker","http://occi.provider.com/volume/","POST","","Creates a new volume instance."
"OCCI","Docker","http://occi.provider.com/volume/","DELETE","","Removes all volume instances."
"OCCI","Docker","http://occi.provider.com/volume/{volume_id}","GET","","Retrieves this volume instance."
"OCCI","Docker","http://occi.provider.com/volume/{volume_id}","POST","","Updates partially this volume instance."
"OCCI","Docker","http://occi.provider.com/volume/{volume_id}","PUT","","Creates/Updates a volume instance."
"OCCI","Docker","http://occi.provider.com/volume/{volume_id}","DELETE","","Deletes this volume instance."
"OCCI","Docker","http://occi.provider.com/network/","GET","","Retrieves all network instances."
"OCCI","Docker","http://occi.provider.com/network/","POST","","Creates a new network instance."
"OCCI","Docker","http://occi.provider.com/network/","DELETE","","Removes all network instances."
"OCCI","Docker","http://occi.provider.com/network/{network_id}","GET","","Retrieves this network instance."
"OCCI","Docker","http://occi.provider.com/network/{network_id}","POST","","Updates partially this network instance."
"OCCI","Docker","http://occi.provider.com/network/{network_id}","PUT","","Creates/Updates a network instance."
"OCCI","Docker","http://occi.provider.com/network/{network_id}","DELETE","","Deletes this network instance."
"OCCI","Docker","http://occi.provider.com/machinegeneric/","GET","","Retrieves all machinegeneric instances."
"OCCI","Docker","http://occi.provider.com/machinegeneric/","POST","","Creates a new machinegeneric instance."
"OCCI","Docker","http://occi.provider.com/machinegeneric/","DELETE","","Removes all machinegeneric instances."
"OCCI","Docker","http://occi.provider.com/machinegeneric/{machinegeneric_id}","GET","","Retrieves this machinegeneric instance."
"OCCI","Docker","http://occi.provider.com/machinegeneric/{machinegeneric_id}","POST","","Updates partially this machinegeneric instance."
"OCCI","Docker","http://occi.provider.com/machinegeneric/{machinegeneric_id}","PUT","","Creates/Updates a machinegeneric instance."
"OCCI","Docker","http://occi.provider.com/machinegeneric/{machinegeneric_id}","DELETE","","Deletes this machinegeneric instance."
"OCCI","Docker","http://occi.provider.com/machineamazonec2/","GET","","Retrieves all machineamazonec2 instances."
"OCCI","Docker","http://occi.provider.com/machineamazonec2/","POST","","Creates a new machineamazonec2 instance."
"OCCI","Docker","http://occi.provider.com/machineamazonec2/","DELETE","","Removes all machineamazonec2 instances."
"OCCI","Docker","http://occi.provider.com/machineamazonec2/{machineamazonec2_id}","GET","","Retrieves this machineamazonec2 instance."
"OCCI","Docker","http://occi.provider.com/machineamazonec2/{machineamazonec2_id}","POST","","Updates partially this machineamazonec2 instance."
"OCCI","Docker","http://occi.provider.com/machineamazonec2/{machineamazonec2_id}","PUT","","Creates/Updates a machineamazonec2 instance."
"OCCI","Docker","http://occi.provider.com/machineamazonec2/{machineamazonec2_id}","DELETE","","Deletes this machineamazonec2 instance."
"OCCI","Docker","http://occi.provider.com/machinedigitalocean/","GET","","Retrieves all machinedigitalocean instances."
"OCCI","Docker","http://occi.provider.com/machinedigitalocean/","POST","","Creates a new machinedigitalocean instance."
"OCCI","Docker","http://occi.provider.com/machinedigitalocean/","DELETE","","Removes all machinedigitalocean instances."
"OCCI","Docker","http://occi.provider.com/machinedigitalocean/{machinedigitalocean_id}","GET","","Retrieves this machinedigitalocean instance."
"OCCI","Docker","http://occi.provider.com/machinedigitalocean/{machinedigitalocean_id}","POST","","Updates partially this machinedigitalocean instance."
"OCCI","Docker","http://occi.provider.com/machinedigitalocean/{machinedigitalocean_id}","PUT","","Creates/Updates a machinedigitalocean instance."
"OCCI","Docker","http://occi.provider.com/machinedigitalocean/{machinedigitalocean_id}","DELETE","","Deletes this machinedigitalocean instance."
"OCCI","Docker","http://occi.provider.com/machinegooglecomputeengine/","GET","","Retrieves all machinegooglecomputeengine instances."
"OCCI","Docker","http://occi.provider.com/machinegooglecomputeengine/","POST","","Creates a new machinegooglecomputeengine instance."
"OCCI","Docker","http://occi.provider.com/machinegooglecomputeengine/","DELETE","","Removes all machinegooglecomputeengine instances."
"OCCI","Docker","http://occi.provider.com/machinegooglecomputeengine/{machinegooglecomputeengine_id}","GET","","Retrieves this machinegooglecomputeengine instance."
"OCCI","Docker","http://occi.provider.com/machinegooglecomputeengine/{machinegooglecomputeengine_id}","POST","","Updates partially this machinegooglecomputeengine instance."
"OCCI","Docker","http://occi.provider.com/machinegooglecomputeengine/{machinegooglecomputeengine_id}","PUT","","Creates/Updates a machinegooglecomputeengine instance."
"OCCI","Docker","http://occi.provider.com/machinegooglecomputeengine/{machinegooglecomputeengine_id}","DELETE","","Deletes this machinegooglecomputeengine instance."
"OCCI","Docker","http://occi.provider.com/machineibmsoftlayer/","GET","","Retrieves all machineibmsoftlayer instances."
"OCCI","Docker","http://occi.provider.com/machineibmsoftlayer/","POST","","Creates a new machineibmsoftlayer instance."
"OCCI","Docker","http://occi.provider.com/machineibmsoftlayer/","DELETE","","Removes all machineibmsoftlayer instances."
"OCCI","Docker","http://occi.provider.com/machineibmsoftlayer/{machineibmsoftlayer_id}","GET","","Retrieves this machineibmsoftlayer instance."
"OCCI","Docker","http://occi.provider.com/machineibmsoftlayer/{machineibmsoftlayer_id}","POST","","Updates partially this machineibmsoftlayer instance."
"OCCI","Docker","http://occi.provider.com/machineibmsoftlayer/{machineibmsoftlayer_id}","PUT","","Creates/Updates a machineibmsoftlayer instance."
"OCCI","Docker","http://occi.provider.com/machineibmsoftlayer/{machineibmsoftlayer_id}","DELETE","","Deletes this machineibmsoftlayer instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosoftazure/","GET","","Retrieves all machinemicrosoftazure instances."
"OCCI","Docker","http://occi.provider.com/machinemicrosoftazure/","POST","","Creates a new machinemicrosoftazure instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosoftazure/","DELETE","","Removes all machinemicrosoftazure instances."
"OCCI","Docker","http://occi.provider.com/machinemicrosoftazure/{machinemicrosoftazure_id}","GET","","Retrieves this machinemicrosoftazure instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosoftazure/{machinemicrosoftazure_id}","POST","","Updates partially this machinemicrosoftazure instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosoftazure/{machinemicrosoftazure_id}","PUT","","Creates/Updates a machinemicrosoftazure instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosoftazure/{machinemicrosoftazure_id}","DELETE","","Deletes this machinemicrosoftazure instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosofthyperv/","GET","","Retrieves all machinemicrosofthyperv instances."
