"OCCI","Docker","http://occi.provider.com/machinemicrosofthyperv/","POST","","Creates a new machinemicrosofthyperv instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosofthyperv/","DELETE","","Removes all machinemicrosofthyperv instances."
"OCCI","Docker","http://occi.provider.com/machinemicrosofthyperv/{machinemicrosofthyperv_id}","GET","","Retrieves this machinemicrosofthyperv instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosofthyperv/{machinemicrosofthyperv_id}","POST","","Updates partially this machinemicrosofthyperv instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosofthyperv/{machinemicrosofthyperv_id}","PUT","","Creates/Updates a machinemicrosofthyperv instance."
"OCCI","Docker","http://occi.provider.com/machinemicrosofthyperv/{machinemicrosofthyperv_id}","DELETE","","Deletes this machinemicrosofthyperv instance."
"OCCI","Docker","http://occi.provider.com/machineopenstack/","GET","","Retrieves all machineopenstack instances."
"OCCI","Docker","http://occi.provider.com/machineopenstack/","POST","","Creates a new machineopenstack instance."
"OCCI","Docker","http://occi.provider.com/machineopenstack/","DELETE","","Removes all machineopenstack instances."
"OCCI","Docker","http://occi.provider.com/machineopenstack/{machineopenstack_id}","GET","","Retrieves this machineopenstack instance."
"OCCI","Docker","http://occi.provider.com/machineopenstack/{machineopenstack_id}","POST","","Updates partially this machineopenstack instance."
"OCCI","Docker","http://occi.provider.com/machineopenstack/{machineopenstack_id}","PUT","","Creates/Updates a machineopenstack instance."
"OCCI","Docker","http://occi.provider.com/machineopenstack/{machineopenstack_id}","DELETE","","Deletes this machineopenstack instance."
"OCCI","Docker","http://occi.provider.com/machinerackspace/","GET","","Retrieves all machinerackspace instances."
"OCCI","Docker","http://occi.provider.com/machinerackspace/","POST","","Creates a new machinerackspace instance."
"OCCI","Docker","http://occi.provider.com/machinerackspace/","DELETE","","Removes all machinerackspace instances."
"OCCI","Docker","http://occi.provider.com/machinerackspace/{machinerackspace_id}","GET","","Retrieves this machinerackspace instance."
"OCCI","Docker","http://occi.provider.com/machinerackspace/{machinerackspace_id}","POST","","Updates partially this machinerackspace instance."
"OCCI","Docker","http://occi.provider.com/machinerackspace/{machinerackspace_id}","PUT","","Creates/Updates a machinerackspace instance."
"OCCI","Docker","http://occi.provider.com/machinerackspace/{machinerackspace_id}","DELETE","","Deletes this machinerackspace instance."
"OCCI","Docker","http://occi.provider.com/machinevirtualbox/","GET","","Retrieves all machinevirtualbox instances."
"OCCI","Docker","http://occi.provider.com/machinevirtualbox/","POST","","Creates a new machinevirtualbox instance."
"OCCI","Docker","http://occi.provider.com/machinevirtualbox/","DELETE","","Removes all machinevirtualbox instances."
"OCCI","Docker","http://occi.provider.com/machinevirtualbox/{machinevirtualbox_id}","GET","","Retrieves this machinevirtualbox instance."
"OCCI","Docker","http://occi.provider.com/machinevirtualbox/{machinevirtualbox_id}","POST","","Updates partially this machinevirtualbox instance."
"OCCI","Docker","http://occi.provider.com/machinevirtualbox/{machinevirtualbox_id}","PUT","","Creates/Updates a machinevirtualbox instance."
"OCCI","Docker","http://occi.provider.com/machinevirtualbox/{machinevirtualbox_id}","DELETE","","Deletes this machinevirtualbox instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarefusion/","GET","","Retrieves all machinevmwarefusion instances."
"OCCI","Docker","http://occi.provider.com/machinevmwarefusion/","POST","","Creates a new machinevmwarefusion instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarefusion/","DELETE","","Removes all machinevmwarefusion instances."
"OCCI","Docker","http://occi.provider.com/machinevmwarefusion/{machinevmwarefusion_id}","GET","","Retrieves this machinevmwarefusion instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarefusion/{machinevmwarefusion_id}","POST","","Updates partially this machinevmwarefusion instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarefusion/{machinevmwarefusion_id}","PUT","","Creates/Updates a machinevmwarefusion instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarefusion/{machinevmwarefusion_id}","DELETE","","Deletes this machinevmwarefusion instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevcloudair/","GET","","Retrieves all machinevmwarevcloudair instances."
"OCCI","Docker","http://occi.provider.com/machinevmwarevcloudair/","POST","","Creates a new machinevmwarevcloudair instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevcloudair/","DELETE","","Removes all machinevmwarevcloudair instances."
"OCCI","Docker","http://occi.provider.com/machinevmwarevcloudair/{machinevmwarevcloudair_id}","GET","","Retrieves this machinevmwarevcloudair instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevcloudair/{machinevmwarevcloudair_id}","POST","","Updates partially this machinevmwarevcloudair instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevcloudair/{machinevmwarevcloudair_id}","PUT","","Creates/Updates a machinevmwarevcloudair instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevcloudair/{machinevmwarevcloudair_id}","DELETE","","Deletes this machinevmwarevcloudair instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevsphere/","GET","","Retrieves all machinevmwarevsphere instances."
"OCCI","Docker","http://occi.provider.com/machinevmwarevsphere/","POST","","Creates a new machinevmwarevsphere instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevsphere/","DELETE","","Removes all machinevmwarevsphere instances."
"OCCI","Docker","http://occi.provider.com/machinevmwarevsphere/{machinevmwarevsphere_id}","GET","","Retrieves this machinevmwarevsphere instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevsphere/{machinevmwarevsphere_id}","POST","","Updates partially this machinevmwarevsphere instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevsphere/{machinevmwarevsphere_id}","PUT","","Creates/Updates a machinevmwarevsphere instance."
"OCCI","Docker","http://occi.provider.com/machinevmwarevsphere/{machinevmwarevsphere_id}","DELETE","","Deletes this machinevmwarevsphere instance."
"OCCI","Docker","http://occi.provider.com/machineexoscale/","GET","","Retrieves all machineexoscale instances."
"OCCI","Docker","http://occi.provider.com/machineexoscale/","POST","","Creates a new machineexoscale instance."
"OCCI","Docker","http://occi.provider.com/machineexoscale/","DELETE","","Removes all machineexoscale instances."
"OCCI","Docker","http://occi.provider.com/machineexoscale/{machineexoscale_id}","GET","","Retrieves this machineexoscale instance."
"OCCI","Docker","http://occi.provider.com/machineexoscale/{machineexoscale_id}","POST","","Updates partially this machineexoscale instance."
"OCCI","Docker","http://occi.provider.com/machineexoscale/{machineexoscale_id}","PUT","","Creates/Updates a machineexoscale instance."
"OCCI","Docker","http://occi.provider.com/machineexoscale/{machineexoscale_id}","DELETE","","Deletes this machineexoscale instance."
"OCCI","Docker","http://occi.provider.com/machinegrid5000/","GET","","Retrieves all machinegrid5000 instances."
"OCCI","Docker","http://occi.provider.com/machinegrid5000/","POST","","Creates a new machinegrid5000 instance."
"OCCI","Docker","http://occi.provider.com/machinegrid5000/","DELETE","","Removes all machinegrid5000 instances."
"OCCI","Docker","http://occi.provider.com/machinegrid5000/{machinegrid5000_id}","GET","","Retrieves this machinegrid5000 instance."
"OCCI","Docker","http://occi.provider.com/machinegrid5000/{machinegrid5000_id}","POST","","Updates partially this machinegrid5000 instance."
"OCCI","Docker","http://occi.provider.com/machinegrid5000/{machinegrid5000_id}","PUT","","Creates/Updates a machinegrid5000 instance."
"OCCI","Docker","http://occi.provider.com/machinegrid5000/{machinegrid5000_id}","DELETE","","Deletes this machinegrid5000 instance."
"OCCI","Docker","http://occi.provider.com/cluster/","GET","","Retrieves all cluster instances."
"OCCI","Docker","http://occi.provider.com/cluster/","POST","","Creates a new cluster instance."
"OCCI","Docker","http://occi.provider.com/cluster/","DELETE","","Removes all cluster instances."
"OCCI","Docker","http://occi.provider.com/cluster/{cluster_id}","GET","","Retrieves this cluster instance."
"OCCI","Docker","http://occi.provider.com/cluster/{cluster_id}","POST","","Updates partially this cluster instance."
"OCCI","Docker","http://occi.provider.com/cluster/{cluster_id}","PUT","","Creates/Updates a cluster instance."
"OCCI","Docker","http://occi.provider.com/cluster/{cluster_id}","DELETE","","Deletes this cluster instance."
